"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"type_en"
"OBS Wereldwijs";"obs_wereldwijs";1;286;;"0000-00-00 00:00:00";"Geerdinkhof 696 ";"1103 RP";;"POINT(4.9827081201864 52.32503121107)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:03";"2016-09-08 17:44:03";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"OBS De Brink";"obs_de_brink";1;286;;"0000-00-00 00:00:00";"Mijehof 302 ";"1106 HW";;"POINT(4.9688848012281 52.300689195004)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:04";"2016-09-08 17:44:04";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Okura Hotel Amsterdam";"okura_hotel_amsterdam_2";1;286;;"0000-00-00 00:00:00";"Ferdinand Bolstraat 333 ";"1072 LH";;"POINT(4.8924688818221 52.348532865375)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:04";"2016-09-08 17:44:04";"0000-00-00 00:00:00";"Hotels";"Hotels"
"Ons' Lieve Heer op Solder";"ons_lieve_heer_op_solder";1;286;;"0000-00-00 00:00:00";"Oudezijds Voorburgwal 40 ";"1012 GE";;"POINT(4.8991235195738 52.374660848454)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:04";"2016-09-08 17:44:04";"0000-00-00 00:00:00";"Musea";"Museums"
"Parking Centrum Oosterdok ";"parking_centrum_oosterdok_1";1;286;;"0000-00-00 00:00:00";"Oosterdoksstraat 150 ";"1011 DK";;"POINT(4.9048901302875 52.376437078545)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:05";"2016-09-08 17:44:05";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Open Schoolgemeenschap Bijlmer";"open_schoolgemeenschap_bijlmer";1;286;;"0000-00-00 00:00:00";"Gulden Kruis 5 ";"1103 BE";;"POINT(4.9657212323648 52.318914171233)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:05";"2016-09-08 17:44:05";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Openbaar toilet Victorieplein";"openbaar_toilet_victorieplein";1;286;;"0000-00-00 00:00:00";"Victorieplein 4 ";"1078 PD";;"POINT(4.9028720213213 52.346068310359)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:05";"2016-09-08 17:44:05";"0000-00-00 00:00:00";"openbare toiletten";"public toilets"
"Openbaar toilet Waterlooplein";"openbaar_toilet_waterlooplein";1;286;;"0000-00-00 00:00:00";"Waterlooplein 165  t.o.";"1011 PG";;"POINT(4.902153617514 52.367492122138)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:06";"2016-09-08 17:44:06";"0000-00-00 00:00:00";"openbare toiletten";"public toilets"
"Pacific Parc";"pacific_parc";1;286;;"0000-00-00 00:00:00";"Polonceaukade 23 ";"1014 DA";;"POINT(4.8714008072832 52.385786953209)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:06";"2016-09-08 17:44:06";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Panama";"panama_1";1;286;;"0000-00-00 00:00:00";"Oostelijke Handelskade 4 ";"1019 BM";;"POINT(4.9334138957432 52.374590508075)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:06";"2016-09-08 17:44:06";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Openbare basisschool Cornelis Jetses";"openbare_basisschool_cornelis_jetses";1;286;;"0000-00-00 00:00:00";"Jaargetijden 6 ";"1109 AR";;"POINT(5.0184268279423 52.305509696697)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:07";"2016-09-08 17:44:07";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Vondelpark3";"vondelpark3";1;286;;"0000-00-00 00:00:00";"Vondelpark 3 ";"1071 AA";;"POINT(4.8710612517119 52.359433472097)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:07";"2016-09-08 17:44:07";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Oude Kerk";"oude_kerk_1";1;286;;"0000-00-00 00:00:00";"Oudekerksplein 23 ";"1012 GX";;"POINT(4.8975113087806 52.374375573224)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:07";"2016-09-08 17:44:07";"0000-00-00 00:00:00";"Kerkgebouwen";"Church buildings"
"P1 Parking Markenhoven";"p1_parking_markenhoven";1;286;;"0000-00-00 00:00:00";"Anne Frankstraat  220 ";"1011 MP";;"POINT(4.9045189108261 52.368715129608)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:08";"2016-09-08 17:44:08";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Pathé City";"pathe_city";1;286;;"0000-00-00 00:00:00";"Kleine-Gartmanplantsoen 15 ";"1017 RP";;"POINT(4.88352256381 52.363495678217)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:08";"2016-09-08 17:44:08";"0000-00-00 00:00:00";"Bioscopen en filmhuizen";"Cinemas and movie houses"
"Pakhuis De Zwijger";"pakhuis_de_zwijger";1;286;;"0000-00-00 00:00:00";"Piet Heinkade 179 ";"1019 HC";;"POINT(4.9228829904528 52.376158478363)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:08";"2016-09-08 17:44:08";"0000-00-00 00:00:00";"Congres- en partyaccommodaties";"Conference and party accommodations"
"Palladium";"palladium_1";1;286;;"0000-00-00 00:00:00";"Kleine-Gartmanplantsoen 7 -9";"1017 RP";;"POINT(4.88352256381 52.363495678217)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:08";"2016-09-08 17:44:08";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Pathé De Munt";"pathe_de_munt";1;286;;"0000-00-00 00:00:00";"Vijzelstraat 15 ";"1017 HD";;"POINT(4.8932385420083 52.366412687432)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:09";"2016-09-08 17:44:09";"0000-00-00 00:00:00";"Bioscopen en filmhuizen";"Cinemas and movie houses"
"Paradiso";"paradiso_1";1;286;;"0000-00-00 00:00:00";"Weteringschans 6 -9";"1017 SG";;"POINT(4.885482165671 52.361580624549)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:09";"2016-09-08 17:44:09";"0000-00-00 00:00:00";"Theaters en concertgebouwen";"Theaters and concert halls"
"Paramedisch Centrum In de praktijk";"paramedisch_centrum_in_de_praktijk";1;286;;"0000-00-00 00:00:00";"IJburglaan 903 ";"1087 EN";;"POINT(4.9935202025301 52.356326943855)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:09";"2016-09-08 17:44:09";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"Parkcafe Zomers Amsterdam";"parkcafe_zomers_amsterdam";1;286;;"0000-00-00 00:00:00";"Amstelpark 12 ";"1083 HZ";;"POINT(4.8964414324297 52.331706331281)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:10";"2016-09-08 17:44:10";"0000-00-00 00:00:00";"Cafe's";"Cafe's"
"Parkeergarage De Bijenkorf";"parkeergarage_de_bijenkorf";1;286;;"0000-00-00 00:00:00";"Beursplein 1 5";"1012 JW";;"POINT(4.8954087594587 52.374609527274)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:10";"2016-09-08 17:44:10";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Parkeergarage Nieuwendijk (De Kolk)";"parkeergarage_nieuwendijk_de_kolk";1;286;;"0000-00-00 00:00:00";"Nieuwezijds Kolk 18 ";"1012 PV";;"POINT(4.8945097252258 52.376223576411)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:10";"2016-09-08 17:44:10";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Parkeergarage Heinekenplein";"parkeergarage_heinekenplein";1;286;;"0000-00-00 00:00:00";"1e van der Helststraat 6 ";"1072 NV";;"POINT(4.8926926220661 52.357431667608)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:11";"2016-09-08 17:44:11";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Parkeergarage Q-Park Byzantium";"parkeergarage_q_park_byzantium";1;286;;"0000-00-00 00:00:00";"Tesselschadestraat 1 G";"1054 ET";;"POINT(4.8793996825183 52.361986101506)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:11";"2016-09-08 17:44:11";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Parkeergarage Q-Park Museumplein";"parkeergarage_q_park_museumplein";1;286;;"0000-00-00 00:00:00";"Van Baerlestraat 33 B";"1071 AP";;"POINT(4.880202907396 52.35593180646)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:11";"2016-09-08 17:44:11";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Parkeergarage Stadhuis / Muziektheater";"parkeergarage_stadhuis_muziektheater";1;286;;"0000-00-00 00:00:00";"Waterlooplein 28 ";"1011 PG";;"POINT(4.9014850323378 52.366869228913)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:12";"2016-09-08 17:44:12";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"P1 Parking Amsterdam Centraal";"p1_parking_amsterdam_centraal";1;286;;"0000-00-00 00:00:00";"Prins Hendrikkade 20 A";"1012 TL";;"POINT(4.8962150880154 52.378711264577)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:12";"2016-09-08 17:44:12";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Prins Willem Alexander manege";"prins_willem_alexander_manege";1;286;;"0000-00-00 00:00:00";"Loosdrechtdreef 9 ";"1108 AZ";;"POINT(4.993445868779 52.315064065652)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:12";"2016-09-08 17:44:12";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Reade - locatie: Jan van Breemenstraat ";"reade_locatie_jan_van_breemenstraat";1;286;;"0000-00-00 00:00:00";"Dr. Jan van Breemenstraat 2 ";"1056 AB";;"POINT(4.8438712965873 52.370420660948)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:12";"2016-09-08 17:44:12";"0000-00-00 00:00:00";"Revalidatiecentra";"Rehabilitation centers"
"Pathé Tuschinski";"pathe_tuschinski";1;286;;"0000-00-00 00:00:00";"Reguliersbreestraat 26 -34";"1017 CN";;"POINT(4.8948080862093 52.366545053579)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:13";"2016-09-08 17:44:13";"0000-00-00 00:00:00";"Bioscopen en filmhuizen";"Cinemas and movie houses"
"Persmuseum";"persmuseum";1;286;;"0000-00-00 00:00:00";"Zeeburgerkade 10 ";"1019 HA";;"POINT(4.943276824966 52.369262248324)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:13";"2016-09-08 17:44:13";"0000-00-00 00:00:00";"Musea";"Museums"
"Piet Heingarage";"piet_heingarage_1";1;286;;"0000-00-00 00:00:00";"Piet Heinkade 59 ";"1019 GM";;"POINT(4.9181905057352 52.376894951236)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:13";"2016-09-08 17:44:13";"0000-00-00 00:00:00";"Parkeergarages";"Parking garages"
"Polanentheater";"polanentheater_1";1;286;;"0000-00-00 00:00:00";"Polanenstraat 174 ";"1013 WC";;"POINT(4.8767076279505 52.390528484991)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:14";"2016-09-08 17:44:14";"0000-00-00 00:00:00";"Theaters en concertgebouwen";"Theaters and concert halls"
"Praktijk IJburg";"praktijk_ijburg";1;286;;"0000-00-00 00:00:00";"Daguerrestraat 140 ";"1087 DJ";;"POINT(4.9942662553197 52.359933482728)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:14";"2016-09-08 17:44:14";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"Restaurant Rosarium";"restaurant_rosarium";1;286;;"0000-00-00 00:00:00";"Amstelpark 1 ";"1083 HZ";;"POINT(4.897401637678 52.3324383199)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:14";"2016-09-08 17:44:14";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Prof. Dr. I.C. van Houteschool";"prof_dr_i_c_van_houteschool";1;286;;"0000-00-00 00:00:00";"Leksmondplein 27 ";"1108 EL";;"POINT(4.9795133182985 52.308725434482)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:15";"2016-09-08 17:44:15";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Prof. dr. J.J. Dumontschool";"prof_dr_j_j_dumontschool";1;286;;"0000-00-00 00:00:00";"Woudrichemstraat 2 -4";"1107 NG";;"POINT(4.9879465461381 52.293825487866)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:15";"2016-09-08 17:44:15";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Psychotherapiepraktijk Annette Plümpe";"psychotherapiepraktijk_annette_plumpe";1;286;;"0000-00-00 00:00:00";"Panamakade 108 ";"1019 AX";;"POINT(4.9443698936226 52.373023192918)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:15";"2016-09-08 17:44:15";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"Psychotherapiepraktijk Vasterling";"psychotherapiepraktijk_vasterling";1;286;;"0000-00-00 00:00:00";"Veemkade 1058 ";"1019 BX";;"POINT(4.9314831213247 52.375275144678)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:16";"2016-09-08 17:44:16";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"PTA (Passenger Terminal Amsterdam)";"pta_passenger_terminal_amsterdam";1;286;;"0000-00-00 00:00:00";"Piet Heinkade 27 ";"1019 BR";;"POINT(4.9169990989922 52.377069980146)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:16";"2016-09-08 17:44:16";"0000-00-00 00:00:00";"Congres- en partyaccommodaties";"Conference and party accommodations"
"Ronald McDonald Centre";"ronald_mcdonald_centre";1;286;;"0000-00-00 00:00:00";"Beemsterstraat  652 ";"1027 ED";;"POINT(4.959374317777 52.400751317943)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:16";"2016-09-08 17:44:16";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Rembrandthuis";"rembrandthuis";1;286;;"0000-00-00 00:00:00";"Jodenbreestraat 4 ";"1011 NK";;"POINT(4.9020943385814 52.368884974588)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:16";"2016-09-08 17:44:16";"0000-00-00 00:00:00";"Musea";"Museums"
"Restaurant Freud";"restaurant_freud";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 424 ";"1013 SZ";;"POINT(4.8803021836105 52.388359916159)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:17";"2016-09-08 17:44:17";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Scheepvaartmuseum";"scheepvaartmuseum";1;286;;"0000-00-00 00:00:00";"Kattenburgerplein 1 ";"1018 KK";;"POINT(4.9155325240183 52.371356962494)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:17";"2016-09-08 17:44:17";"0000-00-00 00:00:00";"Musea";"Museums"
"Rijksmuseum ";"rijksmuseum_2";1;286;;"0000-00-00 00:00:00";"Museumstraat 1 ";"1071 XX";;"POINT(4.8847015538638 52.360507773214)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:17";"2016-09-08 17:44:17";"0000-00-00 00:00:00";"Musea";"Museums"
"Roeicentrum Berlagebrug";"roeicentrum_berlagebrug";1;286;;"0000-00-00 00:00:00";"Weesperzijde 1094 ";"1097 DS";;"POINT(4.9136738747023 52.347388279689)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:18";"2016-09-08 17:44:18";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sciandri Sportcentrum de Werf";"sciandri_sportcentrum_de_werf";1;286;;"0000-00-00 00:00:00";"Klinkerweg 75 ";"1033 PK";;"POINT(4.8957371959028 52.407254122181)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:18";"2016-09-08 17:44:18";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Salsamentum Zoutwinkel";"salsamentum_zoutwinkel";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 34 ";"1013 SW";;"POINT(4.8811963412009 52.38724027876)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:18";"2016-09-08 17:44:18";"0000-00-00 00:00:00";"Winkels";"Stores"
"Santulli Orthopedie";"santulli_orthopedie";1;286;;"0000-00-00 00:00:00";"Wakkerstraat 2 ";"1097 CE";;"POINT(4.928735109855 52.354143434962)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:19";"2016-09-08 17:44:19";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"Baisschool Mobiel Reigersbos";"baisschool_mobiel_reigersbos";1;286;;"0000-00-00 00:00:00";"Reigersbos 313 ";"1107 EZ";;"POINT(4.9748225286099 52.294346685574)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:19";"2016-09-08 17:44:19";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Sloterparkbad";"sloterparkbad_2";1;286;;"0000-00-00 00:00:00";"President Allendelaan 2 -4";"1064 GW";;"POINT(4.8167418612742 52.371083975971)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:19";"2016-09-08 17:44:19";"0000-00-00 00:00:00";"Zwembaden";"Swimming pools"
"Schinkel apotheek";"schinkel_apotheek";1;286;;"0000-00-00 00:00:00";"Hoofddorpweg 1 ";"1059 CS";;"POINT(4.8516825783001 52.350997757817)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:20";"2016-09-08 17:44:20";"0000-00-00 00:00:00";"Apotheken";"Pharmacies"
"Scholen Gemeenschap Reigersbos (VMBO HAVO VWO)";"scholen_gemeenschap_reigersbos_vmbo_havo_vwo";1;286;;"0000-00-00 00:00:00";"Ravenswaaipad 3 ";"1106 AW";;"POINT(4.9773030314004 52.297177477783)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:20";"2016-09-08 17:44:20";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Schoonenberg Hoorcomfort Hogeweg";"schoonenberg_hoorcomfort_hogeweg";1;286;;"0000-00-00 00:00:00";"Hogeweg 11 hs";"1098 BV";;"POINT(4.931463683846 52.354297774946)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:20";"2016-09-08 17:44:20";"0000-00-00 00:00:00";"Winkels";"Stores"
"Schoolwerktuincomplex Gaasperdam";"schoolwerktuincomplex_gaasperdam";1;286;;"0000-00-00 00:00:00";"Meerkerkdreef 33 ";"1106 GZ";;"POINT(4.9777519288459 52.300962893733)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:20";"2016-09-08 17:44:20";"0000-00-00 00:00:00";"Educatieve tuinen";"Educational gardens"
"Sporthal Blauw-Wit";"sporthal_blauw_wit";1;286;;"0000-00-00 00:00:00";"Joos Banckersweg 18 A";"1056 EP";;"POINT(4.8573025432724 52.37570340676)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:21";"2016-09-08 17:44:21";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Shri Laksmi Basisschool";"shri_laksmi_basisschool";1;286;;"0000-00-00 00:00:00";"Janusz Korczakstraat 73 ";"1102 JR";;"POINT(4.9563635699293 52.31895236663)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:21";"2016-09-08 17:44:21";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Slagerij Westerpark Halal";"slagerij_westerpark_halal";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 65 ";"1013 TA";;"POINT(4.8793802492806 52.389335624604)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:21";"2016-09-08 17:44:21";"0000-00-00 00:00:00";"Winkels";"Stores"
"Sporthal Gaasperdam";"sporthal_gaasperdam";1;286;;"0000-00-00 00:00:00";"Ravenswaaipad 5 ";"1106 AW";;"POINT(4.9781715475494 52.296785021594)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:22";"2016-09-08 17:44:22";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sporthal Oostenburg";"sporthal_oostenburg";1;286;;"0000-00-00 00:00:00";"Oostenburgergracht 151 ";"1018 ND";;"POINT(4.9252011369097 52.367907856802)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:22";"2016-09-08 17:44:22";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sociaal Medisch Centrum Spaarndammerhout";"sociaal_medisch_centrum_spaarndammerhout";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 73 Hs";"1013 TB";;"POINT(4.8789930745329 52.389792335871)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:22";"2016-09-08 17:44:22";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"Spaarndammer Apotheek BV";"spaarndammer_apotheek_bv";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 59 ";"1013 TA";;"POINT(4.8793654570797 52.389344548864)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:23";"2016-09-08 17:44:23";"0000-00-00 00:00:00";"Apotheken";"Pharmacies"
"Spar supermarkt Steur";"spar_supermarkt_steur";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 544 ";"1013 TH";;"POINT(4.8796323331405 52.389129988414)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:23";"2016-09-08 17:44:23";"0000-00-00 00:00:00";"Supermarkten";"Supermarkets"
"Sport en Judoclub Osdorp";"sport_en_judoclub_osdorp";1;286;;"0000-00-00 00:00:00";"Jan Rebelstraat 24 ";"1069 CC";;"POINT(4.7853877774102 52.361617400075)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:23";"2016-09-08 17:44:23";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sportcentrum de Pijp";"sportcentrum_de_pijp_1";1;286;;"0000-00-00 00:00:00";"Lizzy Ansinghstraat 88 ";"1072 RD";;"POINT(4.8922657707864 52.349637509698)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:24";"2016-09-08 17:44:24";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sportcomplex Het Marnix";"sportcomplex_het_marnix";1;286;;"0000-00-00 00:00:00";"Marnixplein 1 ";"1015 ZN";;"POINT(4.8789370833766 52.378018212734)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:24";"2016-09-08 17:44:24";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sportfondsenbad Oost";"sportfondsenbad_oost_2";1;286;;"0000-00-00 00:00:00";"Fronemanstraat 3 ";"1093 KT";;"POINT(4.9309223218733 52.358412063797)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:24";"2016-09-08 17:44:24";"0000-00-00 00:00:00";"Zwembaden";"Swimming pools"
"Sporthal Wibaut";"sporthal_wibaut";1;286;;"0000-00-00 00:00:00";"Van Musschenbroekstraat 38 ";"1091 DC";;"POINT(4.9107674839696 52.359743736978)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:25";"2016-09-08 17:44:25";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sporthal Caland Osdorp";"sporthal_caland_osdorp";1;286;;"0000-00-00 00:00:00";"Eliza van Calcarstraat 2 ";"1068 RR";;"POINT(4.80714065526 52.354077380227)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:25";"2016-09-08 17:44:25";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sporthal De Weeren";"sporthal_de_weeren";1;286;;"0000-00-00 00:00:00";"Beemsterstraat  656 ";"1027 ED";;"POINT(4.9611990276414 52.39894239418)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:25";"2016-09-08 17:44:25";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sporthal Elzenhagen";"sporthal_elzenhagen";1;286;;"0000-00-00 00:00:00";"J.H.Hisgenpad 1 ";"1025 WK";;"POINT(4.9270259268571 52.400063854269)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:25";"2016-09-08 17:44:25";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sporthal Zeeburg";"sporthal_zeeburg";1;286;;"0000-00-00 00:00:00";"Insulindeweg 1002 ";"1095 DH";;"POINT(4.943057131588 52.361873540211)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:26";"2016-09-08 17:44:26";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sporthallen Zuid";"sporthallen_zuid";1;286;;"0000-00-00 00:00:00";"Burgerweeshuispad 54 ";"1076 EP";;"POINT(4.8543497936213 52.340332311266)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:26";"2016-09-08 17:44:26";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Sporthal Wethouder Verheij";"sporthal_wethouder_verheij";1;286;;"0000-00-00 00:00:00";"Polderweg 300 ";"1093 KP";;"POINT(4.9315121624292 52.358153692075)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:26";"2016-09-08 17:44:26";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Stadhuis Centrum";"stadhuis_centrum";1;286;;"0000-00-00 00:00:00";"Amstel 1 ";"1011 PN";;"POINT(4.9007346811608 52.367009951645)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:27";"2016-09-08 17:44:27";"0000-00-00 00:00:00";"Stadhuizen en stadsdeelkantoren";"City halls and district offices"
"Stadsarchief de Bazel";"stadsarchief_de_bazel";1;286;;"0000-00-00 00:00:00";"Vijzelstraat 32 ";"1017 HL";;"POINT(4.8920418930173 52.363127169495)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:27";"2016-09-08 17:44:27";"0000-00-00 00:00:00";"Musea";"Museums"
"Stadsdeelkantoor Noord";"stadsdeelkantoor_noord";1;286;;"0000-00-00 00:00:00";"Buikslotermeerplein 2000 ";"1025 XL";;"POINT(4.9329565173294 52.400608026855)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:27";"2016-09-08 17:44:27";"0000-00-00 00:00:00";"Stadhuizen en stadsdeelkantoren";"City halls and district offices"
"Sportplaza Mercator";"sportplaza_mercator_2";1;286;;"0000-00-00 00:00:00";"Jan van Galenstraat 315 ";"1056 CB";;"POINT(4.8462433501489 52.372175144308)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:28";"2016-09-08 17:44:28";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
